predicted_causeid,code,short_desc,long_desc,three_digit,sub_chapter,chapter,all_text
otherncd,D759,"Disease of blood and blood-forming organs, unspecified","Disease of blood and blood-forming organs, unspecified",D75,Other Disorders Of Blood And Blood-Forming Organs,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"D759 Disease of blood and blood-forming organs, unspecified Other Disorders Of Blood And Blood-Forming Organs Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
otherncd,D800,Hereditary hypogammaglobulinemia,Hereditary hypogammaglobulinemia,D80,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D800 Hereditary hypogammaglobulinemia Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D801,Nonfamilial hypogammaglobulinemia,Nonfamilial hypogammaglobulinemia,D80,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D801 Nonfamilial hypogammaglobulinemia Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D803,Selective deficiency of immunoglobulin G [IgG] subclasses,Selective deficiency of immunoglobulin G [IgG] subclasses,D80,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D803 Selective deficiency of immunoglobulin G [IgG] subclasses Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D811,Severe combined immunodeficiency w low T- and B-cell numbers,Severe combined immunodeficiency [SCID] with low T- and B-cell numbers,D81,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D811 Severe combined immunodeficiency [SCID] with low T- and B-cell numbers Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D819,"Combined immunodeficiency, unspecified","Combined immunodeficiency, unspecified",D81,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"D819 Combined immunodeficiency, unspecified Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
otherncd,D831,Com variab immunodef w predom immunoreg T-cell disorders,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,D83,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D831 Common variable immunodeficiency with predominant immunoregulatory T-cell disorders Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D839,"Common variable immunodeficiency, unspecified","Common variable immunodeficiency, unspecified",D83,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"D839 Common variable immunodeficiency, unspecified Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
otherncd,D849,"Immunodeficiency, unspecified","Immunodeficiency, unspecified",D84,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"D849 Immunodeficiency, unspecified Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
otherncd,D860,Sarcoidosis of lung,Sarcoidosis of lung,D86,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,D860 Sarcoidosis of lung Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
otherncd,D899,"Disorder involving the immune mechanism, unspecified","Disorder involving the immune mechanism, unspecified",D89,Certain Disorders Involving The Immune Mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"D899 Disorder involving the immune mechanism, unspecified Certain Disorders Involving The Immune Mechanism Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"
otherncd,E050,Thyrotoxicosis with diffuse goiter,Thyrotoxicosis with diffuse goiter,E05,Disorders Of Thyroid Gland,"Endocrine, nutritional and metabolic diseases","E050 Thyrotoxicosis with diffuse goiter Disorders Of Thyroid Gland Endocrine, nutritional and metabolic diseases"
diab_ckd,E110,Type 2 diabetes mellitus with hyperosmolarity,Type 2 diabetes mellitus with hyperosmolarity,E11,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases","E110 Type 2 diabetes mellitus with hyperosmolarity Diabetes Mellitus Endocrine, nutritional and metabolic diseases"
diab_ckd,E139,Other specified diabetes mellitus without complications,Other specified diabetes mellitus without complications,E13,Diabetes Mellitus,"Endocrine, nutritional and metabolic diseases","E139 Other specified diabetes mellitus without complications Diabetes Mellitus Endocrine, nutritional and metabolic diseases"
otherncd,E230,Hypopituitarism,Hypopituitarism,E23,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases","E230 Hypopituitarism Disorders Of Other Endocrine Glands Endocrine, nutritional and metabolic diseases"
otherncd,E260,Primary hyperaldosteronism,Primary hyperaldosteronism,E26,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases","E260 Primary hyperaldosteronism Disorders Of Other Endocrine Glands Endocrine, nutritional and metabolic diseases"
otherncd,E340,Carcinoid syndrome,Carcinoid syndrome,E34,Disorders Of Other Endocrine Glands,"Endocrine, nutritional and metabolic diseases","E340 Carcinoid syndrome Disorders Of Other Endocrine Glands Endocrine, nutritional and metabolic diseases"
otherncd,E610,Copper deficiency,Copper deficiency,E61,Other Nutritional Deficiencies,"Endocrine, nutritional and metabolic diseases","E610 Copper deficiency Other Nutritional Deficiencies Endocrine, nutritional and metabolic diseases"
otherncd,E640,Sequelae of protein-calorie malnutrition,Sequelae of protein-calorie malnutrition,E64,Other Nutritional Deficiencies,"Endocrine, nutritional and metabolic diseases","E640 Sequelae of protein-calorie malnutrition Other Nutritional Deficiencies Endocrine, nutritional and metabolic diseases"
otherncd,E660,Obesity due to excess calories,Obesity due to excess calories,E66,"Overweight, Obesity And Other Hyperalimentation","Endocrine, nutritional and metabolic diseases","E660 Obesity due to excess calories Overweight, Obesity And Other Hyperalimentation Endocrine, nutritional and metabolic diseases"
otherncd,E740,Glycogen storage disease,Glycogen storage disease,E74,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E740 Glycogen storage disease Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E750,GM2 gangliosidosis,GM2 gangliosidosis,E75,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E750 GM2 gangliosidosis Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E770,Defects in post-translational mod of lysosomal enzymes,Defects in post-translational modification of lysosomal enzymes,E77,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E770 Defects in post-translational modification of lysosomal enzymes Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E780,Pure hypercholesterolemia,Pure hypercholesterolemia,E78,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E780 Pure hypercholesterolemia Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E790,Hyperuricemia w/o signs of inflam arthrit and tophaceous dis,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,E79,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E790 Hyperuricemia without signs of inflammatory arthritis and tophaceous disease Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E830,Disorders of copper metabolism,Disorders of copper metabolism,E83,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E830 Disorders of copper metabolism Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E840,Cystic fibrosis with pulmonary manifestations,Cystic fibrosis with pulmonary manifestations,E84,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E840 Cystic fibrosis with pulmonary manifestations Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E853,Secondary systemic amyloidosis,Secondary systemic amyloidosis,E85,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E853 Secondary systemic amyloidosis Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E854,Organ-limited amyloidosis,Organ-limited amyloidosis,E85,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E854 Organ-limited amyloidosis Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E858,Other amyloidosis,Other amyloidosis,E85,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E858 Other amyloidosis Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E859,"Amyloidosis, unspecified","Amyloidosis, unspecified",E85,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E859 Amyloidosis, unspecified Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E86,Volume depletion,Volume depletion,E86,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E86 Volume depletion Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E870,Hyperosmolality and hypernatremia,Hyperosmolality and hypernatremia,E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E870 Hyperosmolality and hypernatremia Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E871,Hypo-osmolality and hyponatremia,Hypo-osmolality and hyponatremia,E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E871 Hypo-osmolality and hyponatremia Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E872,Acidosis,Acidosis,E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E872 Acidosis Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E875,Hyperkalemia,Hyperkalemia,E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E875 Hyperkalemia Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E876,Hypokalemia,Hypokalemia,E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E876 Hypokalemia Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E877,Fluid overload,Fluid overload,E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E877 Fluid overload Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E878,"Oth disorders of electrolyte and fluid balance, NEC","Other disorders of electrolyte and fluid balance, not elsewhere classified",E87,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E878 Other disorders of electrolyte and fluid balance, not elsewhere classified Metabolic Disorders Endocrine, nutritional and metabolic diseases"
otherncd,E880,"Disorders of plasma-protein metabolism, NEC","Disorders of plasma-protein metabolism, not elsewhere classified",E88,Metabolic Disorders,"Endocrine, nutritional and metabolic diseases","E880 Disorders of plasma-protein metabolism, not elsewhere classified Metabolic Disorders Endocrine, nutritional and metabolic diseases"
subs,F172,Nicotine dependence,Nicotine dependence,F17,Mental And Behavioral Disorders Due To Psychoactive Substance Use,"Mental, Behavioral and Neurodevelopmental disorders","F172 Nicotine dependence Mental And Behavioral Disorders Due To Psychoactive Substance Use Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F200,Paranoid schizophrenia,Paranoid schizophrenia,F20,"Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders","Mental, Behavioral and Neurodevelopmental disorders","F200 Paranoid schizophrenia Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F202,Catatonic schizophrenia,Catatonic schizophrenia,F20,"Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders","Mental, Behavioral and Neurodevelopmental disorders","F202 Catatonic schizophrenia Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F205,Residual schizophrenia,Residual schizophrenia,F20,"Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders","Mental, Behavioral and Neurodevelopmental disorders","F205 Residual schizophrenia Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F209,"Schizophrenia, unspecified","Schizophrenia, unspecified",F20,"Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders","Mental, Behavioral and Neurodevelopmental disorders","F209 Schizophrenia, unspecified Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F259,"Schizoaffective disorder, unspecified","Schizoaffective disorder, unspecified",F25,"Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders","Mental, Behavioral and Neurodevelopmental disorders","F259 Schizoaffective disorder, unspecified Schizophrenia, Schizotypal, Delusional, And Other Non-Mood Psychotic Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F319,"Bipolar disorder, unspecified","Bipolar disorder, unspecified",F31,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F319 Bipolar disorder, unspecified Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F320,"Major depressive disorder, single episode, mild","Major depressive disorder, single episode, mild",F32,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F320 Major depressive disorder, single episode, mild Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F321,"Major depressive disorder, single episode, moderate","Major depressive disorder, single episode, moderate",F32,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F321 Major depressive disorder, single episode, moderate Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F322,"Major depressv disord, single epsd, sev w/o psych features","Major depressive disorder, single episode, severe without psychotic features",F32,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F322 Major depressive disorder, single episode, severe without psychotic features Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F323,"Major depressv disord, single epsd, severe w psych features","Major depressive disorder, single episode, severe with psychotic features",F32,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F323 Major depressive disorder, single episode, severe with psychotic features Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F329,"Major depressive disorder, single episode, unspecified","Major depressive disorder, single episode, unspecified",F32,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F329 Major depressive disorder, single episode, unspecified Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F333,"Major depressv disorder, recurrent, severe w psych symptoms","Major depressive disorder, recurrent, severe with psychotic symptoms",F33,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F333 Major depressive disorder, recurrent, severe with psychotic symptoms Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F339,"Major depressive disorder, recurrent, unspecified","Major depressive disorder, recurrent, unspecified",F33,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F339 Major depressive disorder, recurrent, unspecified Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F340,Cyclothymic disorder,Cyclothymic disorder,F34,Mood [Affective] Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F340 Cyclothymic disorder Mood [Affective] Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F400,Agoraphobia,Agoraphobia,F40,"Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders","Mental, Behavioral and Neurodevelopmental disorders","F400 Agoraphobia Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F419,"Anxiety disorder, unspecified","Anxiety disorder, unspecified",F41,"Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders","Mental, Behavioral and Neurodevelopmental disorders","F419 Anxiety disorder, unspecified Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F432,Adjustment disorders,Adjustment disorders,F43,"Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders","Mental, Behavioral and Neurodevelopmental disorders","F432 Adjustment disorders Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F439,"Reaction to severe stress, unspecified","Reaction to severe stress, unspecified",F43,"Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders","Mental, Behavioral and Neurodevelopmental disorders","F439 Reaction to severe stress, unspecified Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F454,Pain disorders related to psychological factors,Pain disorders related to psychological factors,F45,"Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders","Mental, Behavioral and Neurodevelopmental disorders","F454 Pain disorders related to psychological factors Anxiety, Dissociative, Stress-Related, Somatoform And Other Nonpsychotic Mental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F500,Anorexia nervosa,Anorexia nervosa,F50,Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors,"Mental, Behavioral and Neurodevelopmental disorders","F500 Anorexia nervosa Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F508,Other eating disorders,Other eating disorders,F50,Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors,"Mental, Behavioral and Neurodevelopmental disorders","F508 Other eating disorders Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F509,"Eating disorder, unspecified","Eating disorder, unspecified",F50,Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors,"Mental, Behavioral and Neurodevelopmental disorders","F509 Eating disorder, unspecified Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F54,Psych & behavrl factors assoc w disord or dis classd elswhr,Psychological and behavioral factors associated with disorders or diseases classified elsewhere,F54,Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors,"Mental, Behavioral and Neurodevelopmental disorders","F54 Psychological and behavioral factors associated with disorders or diseases classified elsewhere Behavioral Syndromes Associated With Physiological Disturbances And Physical Factors Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F72,Severe intellectual disabilities,Severe intellectual disabilities,F72,Intellectual Disabilities,"Mental, Behavioral and Neurodevelopmental disorders","F72 Severe intellectual disabilities Intellectual Disabilities Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F79,Unspecified intellectual disabilities,Unspecified intellectual disabilities,F79,Intellectual Disabilities,"Mental, Behavioral and Neurodevelopmental disorders","F79 Unspecified intellectual disabilities Intellectual Disabilities Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F819,"Developmental disorder of scholastic skills, unspecified","Developmental disorder of scholastic skills, unspecified",F81,Pervasive And Specific Developmental Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F819 Developmental disorder of scholastic skills, unspecified Pervasive And Specific Developmental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F840,Autistic disorder,Autistic disorder,F84,Pervasive And Specific Developmental Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F840 Autistic disorder Pervasive And Specific Developmental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F842,Rett's syndrome,Rett's syndrome,F84,Pervasive And Specific Developmental Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F842 Rett's syndrome Pervasive And Specific Developmental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F89,Unspecified disorder of psychological development,Unspecified disorder of psychological development,F89,Pervasive And Specific Developmental Disorders,"Mental, Behavioral and Neurodevelopmental disorders","F89 Unspecified disorder of psychological development Pervasive And Specific Developmental Disorders Mental, Behavioral and Neurodevelopmental disorders"
otherncd,F99,"Mental disorder, not otherwise specified","Mental disorder, not otherwise specified",F99,Unspecified Mental Disorder,"Mental, Behavioral and Neurodevelopmental disorders","F99 Mental disorder, not otherwise specified Unspecified Mental Disorder Mental, Behavioral and Neurodevelopmental disorders"
neuro,G009,"Bacterial meningitis, unspecified","Bacterial meningitis, unspecified",G00,Inflammatory Diseases Of The Central Nervous System,Diseases of the nervous system,"G009 Bacterial meningitis, unspecified Inflammatory Diseases Of The Central Nervous System Diseases of the nervous system"
neuro,G039,"Meningitis, unspecified","Meningitis, unspecified",G03,Inflammatory Diseases Of The Central Nervous System,Diseases of the nervous system,"G039 Meningitis, unspecified Inflammatory Diseases Of The Central Nervous System Diseases of the nervous system"
neuro,G060,Intracranial abscess and granuloma,Intracranial abscess and granuloma,G06,Inflammatory Diseases Of The Central Nervous System,Diseases of the nervous system,G060 Intracranial abscess and granuloma Inflammatory Diseases Of The Central Nervous System Diseases of the nervous system
neuro,G062,"Extradural and subdural abscess, unspecified","Extradural and subdural abscess, unspecified",G06,Inflammatory Diseases Of The Central Nervous System,Diseases of the nervous system,"G062 Extradural and subdural abscess, unspecified Inflammatory Diseases Of The Central Nervous System Diseases of the nervous system"
neuro,G09,Sequelae of inflammatory diseases of central nervous system,Sequelae of inflammatory diseases of central nervous system,G09,Inflammatory Diseases Of The Central Nervous System,Diseases of the nervous system,G09 Sequelae of inflammatory diseases of central nervous system Inflammatory Diseases Of The Central Nervous System Diseases of the nervous system
neuro,G120,"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]","Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]",G12,Systemic Atrophies Primarily Affecting The Central Nervous System,Diseases of the nervous system,"G120 Infantile spinal muscular atrophy, type I [Werdnig-Hoffman] Systemic Atrophies Primarily Affecting The Central Nervous System Diseases of the nervous system"
neuro,G210,Malignant neuroleptic syndrome,Malignant neuroleptic syndrome,G21,Extrapyramidal And Movement Disorders,Diseases of the nervous system,G210 Malignant neuroleptic syndrome Extrapyramidal And Movement Disorders Diseases of the nervous system
neuro,G211,Other drug-induced secondary parkinsonism,Other drug-induced secondary parkinsonism,G21,Extrapyramidal And Movement Disorders,Diseases of the nervous system,G211 Other drug-induced secondary parkinsonism Extrapyramidal And Movement Disorders Diseases of the nervous system
neuro,G214,Vascular parkinsonism,Vascular parkinsonism,G21,Extrapyramidal And Movement Disorders,Diseases of the nervous system,G214 Vascular parkinsonism Extrapyramidal And Movement Disorders Diseases of the nervous system
neuro,G218,Other secondary parkinsonism,Other secondary parkinsonism,G21,Extrapyramidal And Movement Disorders,Diseases of the nervous system,G218 Other secondary parkinsonism Extrapyramidal And Movement Disorders Diseases of the nervous system
neuro,G219,"Secondary parkinsonism, unspecified","Secondary parkinsonism, unspecified",G21,Extrapyramidal And Movement Disorders,Diseases of the nervous system,"G219 Secondary parkinsonism, unspecified Extrapyramidal And Movement Disorders Diseases of the nervous system"
neuro,G230,Hallervorden-Spatz disease,Hallervorden-Spatz disease,G23,Extrapyramidal And Movement Disorders,Diseases of the nervous system,G230 Hallervorden-Spatz disease Extrapyramidal And Movement Disorders Diseases of the nervous system
neuro,G250,Essential tremor,Essential tremor,G25,Extrapyramidal And Movement Disorders,Diseases of the nervous system,G250 Essential tremor Extrapyramidal And Movement Disorders Diseases of the nervous system
neuro,G300,Alzheimer's disease with early onset,Alzheimer's disease with early onset,G30,Other Degenerative Diseases Of The Nervous System,Diseases of the nervous system,G300 Alzheimer's disease with early onset Other Degenerative Diseases Of The Nervous System Diseases of the nervous system
neuro,G310,Frontotemporal dementia,Frontotemporal dementia,G31,Other Degenerative Diseases Of The Nervous System,Diseases of the nervous system,G310 Frontotemporal dementia Other Degenerative Diseases Of The Nervous System Diseases of the nervous system
neuro,G360,Neuromyelitis optica [Devic],Neuromyelitis optica [Devic],G36,Demyelinating Diseases Of The Central Nervous System,Diseases of the nervous system,G360 Neuromyelitis optica [Devic] Demyelinating Diseases Of The Central Nervous System Diseases of the nervous system
otherncd,G439,"Migraine, unspecified","Migraine, unspecified",G43,Episodic And Paroxysmal Disorders,Diseases of the nervous system,"G439 Migraine, unspecified Episodic And Paroxysmal Disorders Diseases of the nervous system"
otherncd,G450,Vertebro-basilar artery syndrome,Vertebro-basilar artery syndrome,G45,Episodic And Paroxysmal Disorders,Diseases of the nervous system,G450 Vertebro-basilar artery syndrome Episodic And Paroxysmal Disorders Diseases of the nervous system
neuro,G470,Insomnia,Insomnia,G47,Episodic And Paroxysmal Disorders,Diseases of the nervous system,G470 Insomnia Episodic And Paroxysmal Disorders Diseases of the nervous system
otherncd,G478,Other sleep disorders,Other sleep disorders,G47,Episodic And Paroxysmal Disorders,Diseases of the nervous system,G478 Other sleep disorders Episodic And Paroxysmal Disorders Diseases of the nervous system
otherncd,G528,Disorders of other specified cranial nerves,Disorders of other specified cranial nerves,G52,"Nerve, Nerve Root And Plexus Disorders",Diseases of the nervous system,"G528 Disorders of other specified cranial nerves Nerve, Nerve Root And Plexus Disorders Diseases of the nervous system"
otherncd,G529,"Cranial nerve disorder, unspecified","Cranial nerve disorder, unspecified",G52,"Nerve, Nerve Root And Plexus Disorders",Diseases of the nervous system,"G529 Cranial nerve disorder, unspecified Nerve, Nerve Root And Plexus Disorders Diseases of the nervous system"
otherncd,G587,Mononeuritis multiplex,Mononeuritis multiplex,G58,"Nerve, Nerve Root And Plexus Disorders",Diseases of the nervous system,"G587 Mononeuritis multiplex Nerve, Nerve Root And Plexus Disorders Diseases of the nervous system"
otherncd,G588,Other specified mononeuropathies,Other specified mononeuropathies,G58,"Nerve, Nerve Root And Plexus Disorders",Diseases of the nervous system,"G588 Other specified mononeuropathies Nerve, Nerve Root And Plexus Disorders Diseases of the nervous system"
otherncd,G589,"Mononeuropathy, unspecified","Mononeuropathy, unspecified",G58,"Nerve, Nerve Root And Plexus Disorders",Diseases of the nervous system,"G589 Mononeuropathy, unspecified Nerve, Nerve Root And Plexus Disorders Diseases of the nervous system"
otherncd,G600,Hereditary motor and sensory neuropathy,Hereditary motor and sensory neuropathy,G60,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,G600 Hereditary motor and sensory neuropathy Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system
neuro,G603,Idiopathic progressive neuropathy,Idiopathic progressive neuropathy,G60,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,G603 Idiopathic progressive neuropathy Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system
otherncd,G608,Other hereditary and idiopathic neuropathies,Other hereditary and idiopathic neuropathies,G60,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,G608 Other hereditary and idiopathic neuropathies Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system
otherncd,G609,"Hereditary and idiopathic neuropathy, unspecified","Hereditary and idiopathic neuropathy, unspecified",G60,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,"G609 Hereditary and idiopathic neuropathy, unspecified Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system"
otherncd,G610,Guillain-Barre syndrome,Guillain-Barre syndrome,G61,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,G610 Guillain-Barre syndrome Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system
otherncd,G628,Other specified polyneuropathies,Other specified polyneuropathies,G62,Polyneuropathies And Other Disorders Of The Peripheral Nervous System,Diseases of the nervous system,G628 Other specified polyneuropathies Polyneuropathies And Other Disorders Of The Peripheral Nervous System Diseases of the nervous system
